,Availability,Condition,Cost of Renovation,District,Facing,Floor,Furnishing,Landed House Area Zoning,Last Renovated Date,Re-wiring/Structural Renovation,Tenancy Current Rent,Tenancy Lease Expiry,ammenities,atm_nearby,average_transit_duration_to_subway,average_transit_duration_to_supermarket,average_walking_duration_to_bus_station,average_walking_duration_to_clinic,link,num_baths,num_beds,num_bus_stations_nearby,num_clinics_nearby,num_subways_nearby,num_supermarkets_nearby,others,park_nearby,post_box_nearby,post_office_nearby,pre-tertiary,price,primary,secondary,sqft,tenure,total_units,transit_duration_to_changi_airport,transit_duration_to_orchard_road,transit_duration_to_raffles_place,type,year_since_completion
3661,,,,D23,South,,,,,,,31 Dec 2018,8,1,,16.5,4.6,5.666666666666667,https://www.99.co/singapore/condos-apartments/natura-hillview,2.0,2.0,10,10,0,2,,1,1,0,,738000.0,3.0,1.0,538.0,Freehold,193,82.0,45.0,50.0,condo,3
3662,,,,D25,,02,,,,,,25 Nov 2018,19,1,15.0,17.0,4.3,5.0,https://www.99.co/singapore/condos-apartments/northoaks,2.0,3.0,10,10,1,2,,0,1,0,,740000.0,3.0,2.0,1216.0,99 Years,720,60.0,47.0,52.0,condo,19
3663,,,,D19,North,,,,,,,,8,1,14.0,14.333333333333334,4.2,4.9,https://www.99.co/singapore/hdb/402-hougang-avenue-10-adx3EjwXfJy7LgpiHWW2Myqh,2.0,3.0,10,10,2,5,3.0,1,1,1,,420000.0,3.0,3.0,980.0,99 Years,,49.0,37.0,36.0,hdb,34
3664,,,,D28,,,,,,,,,34,1,11.5,10.0,4.857142857142857,7.0,https://www.99.co/singapore/condos-apartments/riverbank-fernvale,1.0,1.0,10,10,6,1,,1,1,0,,750000.0,4.0,1.0,581.0,99 Years,555,49.0,44.0,44.0,condo,2
3665,,,,D19,North South,,,,,,,,20,0,,,,,https://www.99.co/singapore/condos-apartments/the-garden-residences,1.0,1.0,0,0,0,0,,0,0,0,,718000.0,,,452.0,99 Years,613,66.0,42.0,43.0,condo,-2
3666,,,,D14,,,Partially Furnished,,,,,,8,1,15.0,16.8,5.1,6.0,https://www.99.co/singapore/condos-apartments/suites-sims,2.0,2.0,10,10,3,7,3.0,0,1,1,,1200000.0,,1.0,937.0,Freehold,48,47.0,29.0,21.0,condo,5
3667,,,,D11,,,,,,,,,1,0,,,,,https://www.99.co/singapore/condos-apartments/dunearn-386,1.0,1.0,0,0,0,0,,0,0,0,,1100000.0,,,452.0,Freehold,,61.0,21.0,26.0,condo,
3668,,,,D09,,04,,,,,,,17,1,10.0,13.4,5.5,4.6,https://www.99.co/singapore/condos-apartments/lloyd-sixtyfive,3.0,2.0,10,10,2,7,,1,1,1,,4955000.0,1.0,,1704.0,Freehold,76,56.0,12.0,14.0,condo,2
3669,,,,D12,North,,,,,,,,13,1,20.0,19.0,6.444444444444445,7.0,https://www.99.co/singapore/condos-apartments/riverbay,2.0,2.0,10,10,2,4,3.0,0,1,1,1.0,1160000.0,1.0,2.0,785.0,999 Years,147,60.0,27.0,36.0,condo,4
3670,,,,D18,,,,,,,,,2,1,13.0,16.0,4.9,5.0,,1109.0,3.0,10,10,2,4,,0,1,0,,459000.0,5.0,4.0,,,,32.0,43.0,35.0,hdb,
3671,,,,D16,,,,,,,,,1,1,,14.0,5.3,3.6,,990.0,3.0,10,10,0,4,,1,1,0,,330000.0,4.0,2.0,,,,50.0,47.0,39.0,hdb,
3672,,,,D11,North,,,,,,,,13,1,11.0,15.333333333333334,4.6,4.857142857142857,https://www.99.co/singapore/condos-apartments/26-newton,1.0,2.0,10,10,2,5,4.0,0,1,1,,1979924.0,,1.0,775.0,Freehold,180,59.0,14.0,20.0,condo,3
3673,,,,D12,South,,,,,,,,2,1,14.0,14.333333333333334,4.8,5.9,https://www.99.co/singapore/hdb/173-lorong-1-toa-payoh-adPGNA3wnyFHadtXMFeoxjja,2.0,2.0,10,10,2,3,3.0,1,1,1,,280000.0,1.0,1.0,710.0,99 Years,,59.0,21.0,30.0,hdb,47
3674,,,,D15,,,,,,,,,11,0,,,,,https://www.99.co/singapore/condos-apartments/amber-park,463.0,1.0,0,0,0,0,,0,0,0,,1088000.0,,,,Freehold,592,35.0,35.0,29.0,condo,-4
3675,,,,D21,East,,,,,,,,12,0,,,,,https://www.99.co/singapore/condos-apartments/mayfair-gardens,2.0,2.0,0,0,0,0,,0,0,0,,1438000.0,,,786.0,99 Years,215,67.0,26.0,32.0,condo,-5
3676,,,,D21,East,,,,,,,,12,1,,,4.833333333333333,8.0,https://www.99.co/singapore/condos-apartments/clementi-park,1750.0,3.0,10,4,0,1,,0,1,0,,2400000.0,,,,Freehold,489,83.0,42.0,36.0,condo,34
3677,,,,D01,,36,,,,,,,18,1,12.0,14.0,4.6,2.8,https://www.99.co/singapore/condos-apartments/one-shenton,1.0,,10,10,6,5,,1,1,1,,1250000.0,,,614.0,99 Years,341,51.0,25.0,14.0,condo,8
3678,,,,D20,North,,,,,,,,2,1,11.0,16.0,4.8,2.9,,2.0,2.0,10,10,1,3,,1,1,0,,290000.0,4.0,3.0,721.0,,,59.0,31.0,36.0,hdb,
3679,,,,D19,,,,,,,,,15,1,,10.5,4.3,5.1,https://www.99.co/singapore/condos-apartments/forest-woods,3.0,4.0,10,10,1,4,2.0,0,1,1,,1881000.0,1.0,2.0,1249.0,99 Years,519,49.0,29.0,28.0,condo,-2
3680,,,,D03,,,,,,,,,19,1,14.0,17.0,4.3,5.111111111111111,https://www.99.co/singapore/condos-apartments/domain-21,2.0,2.0,10,10,2,6,2.0,1,1,1,,1600000.0,2.0,1.0,926.0,99 Years,141,65.0,18.0,24.0,condo,12
3681,,,,D20,,,,,,,,,2,1,,14.5,5.1,4.0,https://www.99.co/singapore/hdb/328-ang-mo-kio-avenue-3-adyx6ieUKSkahqYmymVDBdk8,2.0,2.0,10,10,1,6,,1,1,1,,360000.0,4.0,3.0,947.0,99 Years,,60.0,24.0,30.0,hdb,41
3682,,,,D23,,,,,,,,,1,1,,10.0,5.3,5.6,,2.0,3.0,10,10,1,2,2.0,1,1,1,,360000.0,2.0,1.0,1141.0,,,76.0,35.0,45.0,hdb,
3683,,,,D11,,,,,,,S$4100,31 Jan 2020,16,1,16.0,17.333333333333332,4.5,4.3,https://www.99.co/singapore/condos-apartments/montebleu,3.0,3.0,10,10,1,7,3.0,1,1,0,,1938000.0,1.0,1.0,1141.0,Freehold,151,64.0,21.0,29.0,condo,9
3684,,,,D28,,,Partially Furnished,,,,,,1,1,,18.0,7.0,,https://www.99.co/singapore/landed/lilac-park-deevqJq2xrksyW4rspLK6KnA,7.0,6.0,10,2,0,1,,0,1,0,,3988000.0,,,3140.0,Freehold,93,58.0,41.0,46.0,landed,29
3685,,,,D22,North South,09,,,,,,,4,1,12.0,12.0,4.3,4.8,,2.0,2.0,10,10,1,3,1.0,0,1,1,,310000.0,3.0,4.0,796.0,,,83.0,41.0,36.0,hdb,
3686,,,,D15,South,,,,,,,,12,0,,,,,https://www.99.co/singapore/condos-apartments/nyon,2.0,3.0,0,0,0,0,,0,0,0,,2600000.0,,,1216.0,Freehold,92,36.0,33.0,30.0,condo,-3
3687,,,,D16,East,,,,,,,,16,1,,17.0,5.0,6.6,https://www.99.co/singapore/condos-apartments/eco,1.0,1.0,10,10,1,3,2.0,0,1,1,,840000.0,2.0,3.0,592.0,99 Years,748,33.0,38.0,30.0,condo,2
3688,,,,D04,North South,09,,,,,,,4,1,,14.0,4.5,4.75,https://www.99.co/singapore/hdb/20-telok-blangah-crescent-admhzLkPasPxQeCoPEDQnds8,1.0,2.0,10,10,0,3,2.0,1,1,1,,308000.0,2.0,1.0,700.0,99 Years,,67.0,23.0,26.0,hdb,20
3689,,,,D15,South East,,,,,,,,15,1,,15.5,5.2,6.666666666666667,https://www.99.co/singapore/condos-apartments/amber-skye,2.0,3.0,10,10,0,4,1.0,0,1,1,,2335000.0,1.0,,1216.0,Freehold,109,36.0,33.0,30.0,condo,2
3690,,,,D16,North East,,,,,,,,4,1,,17.0,6.428571428571429,7.0,https://www.99.co/singapore/hdb/772-bedok-reservoir-view-adsRLAzHbyCqBEUMpV2hrP3D,2.0,3.0,10,10,0,3,2.0,0,1,0,,588000.0,2.0,2.0,1130.0,99 Years,,38.0,46.0,43.0,hdb,19
3691,,,,D25,,,,,,,,20 Jun 2019,1,1,,9.0,4.3,5.0,,2.0,5.0,10,10,1,4,,1,1,0,,450000.0,3.0,3.0,1450.0,,,66.0,36.0,51.0,hdb,
3692,,,,D19,,,,,,,,,4,1,14.75,14.0,4.4,4.857142857142857,https://www.99.co/singapore/hdb/319a-anchorvale-drive-adKtViMnN4tuGmm82KWfBtjZ,1183.0,3.0,10,10,6,2,1.0,0,1,1,,520000.0,5.0,,,99 Years,,46.0,43.0,43.0,hdb,17
3693,,,,D19,,,,,,,,,6,1,16.0,16.5,4.5,4.6,https://www.99.co/singapore/condos-apartments/primo-residences,495.0,1.0,10,10,1,2,2.0,0,1,1,,600000.0,1.0,1.0,,Freehold,64,44.0,42.0,41.0,condo,6
3694,,,,D05,,,,,,,,28 Oct 2019,17,1,,15.0,4.0,,https://www.99.co/singapore/condos-apartments/blue-horizon,3.0,3.0,10,10,0,3,,1,1,1,,1350000.0,,1.0,1216.0,99 Years,616,91.0,47.0,43.0,condo,14
3695,,,,D23,,,,,,,,,3,1,,,4.0,4.3,https://www.99.co/singapore/hdb/289g-bukit-batok-street-25-adrkdabjz2uefthzvgXQvDD8,2.0,3.0,10,10,0,2,,1,1,0,,350000.0,2.0,2.0,1098.0,99 Years,,79.0,37.0,40.0,hdb,22
3696,,,,D19,,,,,,,,,2,1,16.333333333333332,15.333333333333334,4.833333333333333,6.5,https://www.99.co/singapore/hdb/672d-edgefield-plains-adttrELh4eW4gCU5VZaNjkSW,2.0,3.0,10,9,4,4,,1,1,0,,448000.0,4.0,1.0,968.0,99 Years,,55.0,44.0,44.0,hdb,
3697,,,,D03,,,,,,,,,22,1,14.0,17.0,5.75,6.0,https://www.99.co/singapore/condos-apartments/principal-garden,3.0,3.0,10,10,2,5,2.0,1,1,1,,2152000.0,1.0,2.0,1076.0,99 Years,663,69.0,30.0,25.0,condo,0
3698,,,,D17,North,,,,,,,,16,0,,,,,https://www.99.co/singapore/condos-apartments/the-jovell,4.0,4.0,0,0,0,0,,0,0,0,,1524000.0,,,1270.0,99 Years,428,37.0,57.0,52.0,condo,-1
3699,,,,D19,,,Fully Furnished,,,,,,5,1,14.0,17.0,8.0,9.333333333333334,https://www.99.co/singapore/condos-apartments/isuites-palm,2.0,1.0,10,10,1,2,,0,1,0,,620000.0,1.0,1.0,430.0,999 Years,64,60.0,45.0,44.0,condo,6
3700,,,,D20,South West,,,,,,,,14,1,,,4.2,5.142857142857143,https://www.99.co/singapore/condos-apartments/nuovo,1421.0,3.0,10,10,1,0,1.0,0,1,0,1.0,1350000.0,2.0,1.0,,99 Years,297,53.0,27.0,32.0,condo,15
3701,,,,D20,,,,,,,,,2,1,,14.0,4.7,2.3,,3.0,3.0,10,10,0,3,1.0,1,1,0,,698000.0,1.0,2.0,1630.0,,,62.0,27.0,32.0,hdb,
3702,,,,D03,,2,,,,,,03 Jul 2018,2,1,10.5,15.0,5.25,5.285714285714286,https://www.99.co/singapore/condos-apartments/tiong-bahru-estate,1.0,3.0,10,10,2,4,,1,1,1,,950000.0,1.0,1.0,1005.0,99 Years,,66.0,22.0,20.0,condo,
3703,,,,D19,North South,,,,,,,,16,0,,,,,https://www.99.co/singapore/condos-apartments/the-florence-residences,1.0,1.0,0,0,0,0,,0,0,0,,677000.0,,,474.0,99 Years,1410,54.0,40.0,40.0,condo,-4
3704,,,,D15,South,,,,,,,,16,0,,,,,https://www.99.co/singapore/condos-apartments/coastline-residences,3.0,3.0,0,0,0,0,,0,0,0,,2498000.0,,,1109.0,Freehold,144,38.0,34.0,31.0,condo,-3
3705,,,,D16,South East,,,,,,,,20,1,,19.0,4.8,6.5,https://www.99.co/singapore/condos-apartments/riviera-residences,3.0,3.0,10,10,0,1,1.0,0,1,0,1.0,1880000.0,2.0,2.0,1216.0,Freehold,138,46.0,47.0,41.0,condo,12
3706,,,,D12,,,,,,,,,10,0,,,,,https://www.99.co/singapore/condos-apartments/jui-residences,1.0,1.0,0,0,0,0,,0,0,0,,839000.0,,,463.0,Freehold,117,46.0,29.0,27.0,condo,-3
3707,,,,D10,North,,,,,,,,10,1,,13.5,4.3,4.3,https://www.99.co/singapore/condos-apartments/stellar-rv,1.0,2.0,10,10,0,4,1.0,1,1,0,,950000.0,2.0,,538.0,Freehold,120,63.0,17.0,27.0,condo,4
3708,,,,D11,,,,,,,,,12,1,9.0,18.0,4.6,3.8,https://www.99.co/singapore/condos-apartments/newton-suites,797.0,2.0,10,10,2,5,4.0,0,1,1,,1868000.0,1.0,1.0,,Freehold,118,62.0,14.0,19.0,condo,12
3709,,,,D25,North South,03,,,,,,,31,1,,18.25,5.75,7.833333333333333,https://www.99.co/singapore/condos-apartments/parc-rosewood,1.0,1.0,10,10,0,5,1.0,0,1,1,1.0,510000.0,4.0,2.0,431.0,99 Years,689,55.0,51.0,59.0,condo,5
3710,,,,D18,West,,,,,,,,0,1,,17.0,4.7,6.25,,2.0,3.0,10,10,0,2,,0,1,0,1.0,525000.0,2.0,3.0,1302.0,,,27.0,46.0,45.0,hdb,
3711,,,,D20,North West,,,2 Storey Mixed Landed,,Yes,,,1,0,,,,,,2.0,4.0,0,0,0,0,,0,0,0,,2900000.0,,,1500.0,,,,,,landed,
3712,,,,D20,,,,,,,,,2,1,12.0,15.25,5.1,3.9,https://www.99.co/singapore/hdb/437-ang-mo-kio-avenue-10-ad4NKE6VvKaq9ipfXfnzhTaF,2.0,3.0,10,10,1,4,,1,1,0,,520000.0,4.0,3.0,1281.0,99 Years,,60.0,26.0,31.0,hdb,40
3713,,,,D9,South,,,,,,,,6,0,,,,,https://www.99.co/singapore/condos-apartments/midtown-bay,1.0,1.0,0,0,0,0,,0,0,0,,1500000.0,,,409.0,99 Years,,52.0,20.0,14.0,condo,-3
3714,,,,D15,,,Partially Furnished,,,,,,3,1,,16.0,3.5,3.0,https://www.99.co/singapore/condos-apartments/vibes-east-coast,2.0,2.0,10,10,0,2,3.0,0,1,0,1.0,845000.0,1.0,,624.0,Freehold,117,43.0,39.0,32.0,condo,4
3715,,,,D19,,,,,,,,,5,1,17.0,17.5,3.1,5.333333333333333,,2.0,3.0,10,10,3,7,2.0,0,1,1,,635000.0,4.0,2.0,1539.0,,,47.0,38.0,37.0,hdb,
3716,,,,D04,,,,,,,,,17,1,,,,7.0,https://www.99.co/singapore/condos-apartments/the-oceanfront-sentosa-cove,4.0,4.0,0,1,0,2,,0,0,0,,5331000.0,,,3574.0,99 Years,264,105.0,67.0,60.0,condo,9
3717,,,,D19,North East,,,,,,S$2800,20 Oct 2019,19,1,10.166666666666666,12.333333333333334,3.7,5.1,https://www.99.co/singapore/condos-apartments/la-fiesta,3.0,3.0,10,10,7,5,2.0,0,1,1,,1420000.0,6.0,2.0,1001.0,99 Years,810,41.0,36.0,35.0,condo,2
3718,,,,D03,North,,,,,,S$3000,18 Jul 2018,9,1,,16.0,3.9,6.0,https://www.99.co/singapore/condos-apartments/alexis,1.0,1.0,10,10,1,6,,0,1,0,,800000.0,1.0,2.0,474.0,Freehold,293,67.0,26.0,19.0,condo,7
3719,,,,D05,North,,,,,,,,11,1,11.0,,3.2,,https://www.99.co/singapore/condos-apartments/harbour-view-gardens,2.0,3.0,10,1,2,0,,1,1,0,,1447000.0,,,840.0,Freehold,57,78.0,38.0,33.0,condo,-2
3720,,,,D15,North East,,,Others,,Yes,,,6,1,,20.0,3.6,5.166666666666667,https://www.99.co/singapore/landed/tk-one-deLToSJg8g4Jfjfbm7LKE3t,4.0,5.0,10,10,0,3,3.0,0,1,0,,4244585.0,1.0,,4424.0,Freehold,5,43.0,39.0,32.0,landed,
3721,,,,D10,,,,,,,,,3,1,11.5,14.0,5.7,4.2,,2.0,3.0,10,10,3,5,,1,1,1,,1050000.0,,,1335.0,,,69.0,23.0,28.0,hdb,
3722,,,,D10,,,,,,,,,0,1,,17.0,7.25,,https://www.99.co/singapore/landed/ban-guan-park-deX6BESjX5fSt29Z6pboPpJJ,3.0,4.0,10,8,0,1,,0,1,0,,9500000.0,1.0,,5425.0,Freehold,,76.0,30.0,40.0,landed,
3723,,,,D20,,,,,,,,,1,1,16.0,14.0,4.1,3.5,https://www.99.co/singapore/hdb/610-ang-mo-kio-avenue-4-adrMq67beURBVbFiQCRAd2vL,1022.0,3.0,10,10,1,1,2.0,1,1,0,1.0,387000.0,2.0,1.0,,99 Years,,66.0,36.0,41.0,hdb,39
3724,,,,D10,North,,,3 Storey Semi D,,No,,15 Jan 2021,12,1,11.666666666666666,,4.777777777777778,2.7,https://www.99.co/singapore/landed/kings-8-deEbgkfSxVaS8e3zrPMfY3WY,5.0,4.0,10,10,3,2,1.0,0,1,0,,5600000.0,2.0,1.0,5317.0,Freehold,8,62.0,22.0,27.0,landed,9
3725,,,,D04,North,,Partially Furnished,2 Storey Bungalow,,,,,2,1,,,,5.0,https://www.99.co/singapore/landed/sentosa-cove-deP2J2J8E5kEE3ds8ARjRGid,4.0,4.0,0,1,0,2,,0,0,0,,16988888.0,,,8748.0,103 Years,,104.0,63.0,57.0,landed,9
3726,,,,D18,North East,,,,,,,,26,1,,13.5,5.777777777777778,7.0,https://www.99.co/singapore/condos-apartments/the-tapestry,1.0,2.0,10,10,0,2,1.0,0,1,0,,1033200.0,,3.0,689.0,99 Years,861,40.0,51.0,47.0,condo,-2
3727,,,,D22,,,,,,,,,2,1,14.0,,3.8,4.875,,2.0,3.0,10,10,1,2,,0,1,0,,380000.0,1.0,2.0,1119.0,,,95.0,55.0,48.0,hdb,
3728,,,,D22,,,,,,,,,21,1,,15.666666666666666,4.8,5.0,https://www.99.co/singapore/condos-apartments/caspian,2.0,2.0,10,10,1,3,,0,1,0,1.0,1258000.0,4.0,3.0,936.0,99 Years,712,82.0,43.0,35.0,condo,7
3729,,,,D13,North,,,,,,,,1,1,,24.0,4.3,3.9,https://www.99.co/singapore/hdb/46-circuit-road-adDaWQz2dTPrByudsx9SReNM,1.0,2.0,10,10,1,3,1.0,0,1,1,,225000.0,2.0,1.0,549.0,99 Years,,52.0,34.0,27.0,hdb,50
3730,,,,D03,,,Partially Furnished,,,,,,11,0,,,,,https://www.99.co/singapore/condos-apartments/stirling-residences,1.0,1.0,0,0,0,0,,0,0,0,,862000.0,,,441.0,99 Years,1259,66.0,27.0,19.0,condo,-3
3731,,,,D20,North,,,,,,,,1,1,,13.5,4.8,3.8,https://www.99.co/singapore/hdb/346-ang-mo-kio-avenue-3-adPyXX3MdqVDpqBDHCNT7EeP,2.0,2.0,10,10,1,6,,1,1,1,,305000.0,3.0,3.0,785.0,99 Years,,57.0,23.0,28.0,hdb,41
3732,,,,D09,East,,,,,,,,9,1,13.0,15.666666666666666,5.333333333333333,7.0,https://www.99.co/singapore/condos-apartments/riveria-gardens,2.0,2.0,10,10,2,8,,0,1,1,,2100000.0,1.0,,969.0,Freehold,49,60.0,14.0,17.0,condo,9
3733,,,,D14,,,,,,,,,6,1,16.0,12.5,6.0,6.714285714285714,https://www.99.co/singapore/condos-apartments/euhabitat,1.0,1.0,10,10,1,5,1.0,0,1,0,,690000.0,2.0,2.0,517.0,99 Years,748,49.0,32.0,29.0,condo,3
3734,,,,,North,,,3 Storey Mixed Landed,,,,,8,1,,15.0,5.571428571428571,6.0,https://www.99.co/singapore/landed/nim-collection-depUiV7AcNrBFsNZKqHeZzq4,6.0,5.0,10,3,0,1,,0,1,0,,4680000.0,1.0,,4356.0,99 Years,98,55.0,38.0,43.0,landed,-2
3735,,,,D27,,02,,,,,,,4,0,,,,,https://www.99.co/singapore/hdb/336c-yishun-street-31-adK4tw2GN234NgNTyg4hSqYd,2.0,3.0,0,0,0,0,,0,0,0,,368000.0,,,990.0,99 Years,,59.0,43.0,48.0,hdb,
3736,,,,D28,,,,Others,,,,,12,1,,17.5,5.428571428571429,6.5,https://www.99.co/singapore/landed/belgravia-villas-deUW5jyrsNbVvSyAdq9RtCck,5.0,5.0,10,4,0,2,,0,1,0,,2650000.0,,,410034.0,Freehold,118,53.0,39.0,44.0,landed,1
3737,,,,D28,,,,,,,,,4,1,10.0,16.0,5.1,4.6,https://www.99.co/singapore/hdb/434b-fernvale-road-adcGpHFS7jQdwEKnuEMcBY2C,2.0,3.0,10,10,4,2,,0,1,0,,638000.0,2.0,1.0,1216.0,99 Years,,49.0,46.0,46.0,hdb,
3738,,,,D19,,,,,,,,,11,1,,15.0,4.4,4.5,https://www.99.co/singapore/condos-apartments/rio-vista,2.0,3.0,10,10,0,3,2.0,1,1,1,,1300000.0,1.0,2.0,1615.0,99 Years,716,54.0,44.0,43.0,condo,15
3739,,,,D11,,,,,,,,01 Jun 2020,13,1,17.0,21.4,5.666666666666667,5.3,https://www.99.co/singapore/condos-apartments/8-bassein,1.0,1.0,10,10,1,8,2.0,1,1,1,,880000.0,1.0,1.0,452.0,Freehold,74,66.0,27.0,32.0,condo,4
3740,,,,D19,North West,,,,,,,,2,1,15.0,17.666666666666668,4.7,,https://www.99.co/singapore/hdb/470a-upper-serangoon-crescent-adq5rB2smHjhgVej95mbAiFj,2.0,3.0,10,10,2,4,1.0,1,1,0,,645000.0,3.0,3.0,1206.0,99 Years,,51.0,45.0,44.0,hdb,
3741,,,,D07,,,,,,,,,17,1,13.333333333333334,17.0,3.9,5.2,https://www.99.co/singapore/condos-apartments/concourse-skyline,4.0,1.0,10,10,4,5,,0,1,1,,2030000.0,1.0,,1119.0,99 Years,360,50.0,22.0,18.0,condo,6
3742,,,,D20,,,,,,,,,4,1,13.0,14.0,5.9,4.9,,2.0,3.0,10,10,1,3,2.0,0,1,0,,780000.0,2.0,2.0,1442.0,,,60.0,30.0,36.0,hdb,
3743,,,,D15,South,,,,,,,,11,0,,,,,https://www.99.co/singapore/condos-apartments/one-meyer,2.0,2.0,0,0,0,0,,0,0,0,,1547000.0,,,614.0,Freehold,65,50.0,33.0,26.0,condo,-4
3744,,,,D08,South,,,,,,S$1800,01 Aug 2019,8,1,15.0,10.5,4.4,4.8,https://www.99.co/singapore/condos-apartments/tyrwhitt-139,1.0,1.0,10,10,3,4,1.0,0,1,1,,680000.0,1.0,,398.0,Freehold,48,53.0,24.0,18.0,condo,11
3745,,,,D12,,,,,,,,,10,1,14.0,15.0,4.5,5.4,https://www.99.co/singapore/condos-apartments/the-verve,1.0,1.0,10,10,2,8,3.0,1,1,1,,879999.0,1.0,1.0,624.0,Freehold,106,67.0,19.0,25.0,condo,7
3746,,,,D16,,,,,,,,,2,1,,17.5,6.777777777777778,6.777777777777778,https://www.99.co/singapore/hdb/773-bedok-reservoir-view-adYvZBeHeFZAPTVi3poVnMNg,2.0,3.0,10,10,0,3,2.0,0,1,0,,548000.0,3.0,2.0,1238.0,99 Years,,38.0,45.0,42.0,hdb,19
3747,,,,D28,,,,,,,,,32,1,8.333333333333334,9.0,4.5,4.8,https://www.99.co/singapore/condos-apartments/high-park-residences,2.0,2.0,10,10,4,2,,0,1,0,,950000.0,2.0,1.0,732.0,99 Years,1399,46.0,44.0,43.0,condo,0
3748,,,,D07,,,,,,,S$4000,01 Jan 2020,16,1,12.5,16.0,3.8,5.0,https://www.99.co/singapore/condos-apartments/southbank,2.0,2.0,10,10,3,3,,1,1,1,,1608000.0,1.0,,958.0,99 Years,197,48.0,21.0,13.0,condo,10
3749,,,,D14,,,,3 Storey Semi D,,,,,6,1,11.0,11.0,6.0,5.75,https://www.99.co/singapore/landed/kembangan-estate-dewm386iAUoCKjE6JQG3s7kj,6.0,5.0,10,10,2,2,1.0,0,1,0,,5000000.0,2.0,1.0,2496.0,Freehold,,39.0,35.0,27.0,landed,
3750,,,,D28,,,Fully Furnished,Others,,,,,3,0,,,,,https://www.99.co/singapore/landed/belgravia-green-deekHdQPksFhi3PZBDaBufii,4.0,5.0,0,0,0,0,,0,0,0,,2709200.0,,,12687.0,Freehold,81,54.0,40.0,46.0,landed,-4
3751,,,,D25,South East,,,,,,,,2,1,10.0,11.0,4.0,3.9,,3.0,5.0,10,10,1,4,,1,1,1,,770000.0,5.0,2.0,2067.0,,,67.0,44.0,51.0,hdb,
3752,,,,D19,North,,,,,,,,38,0,,,,,https://www.99.co/singapore/condos-apartments/affinity-at-serangoon,1.0,1.0,0,0,0,0,,0,0,0,,704000.0,,,484.0,99 Years,1057,53.0,39.0,41.0,condo,-5
3753,,,,D01,North South,,,,,,,31 Oct 2018,23,1,10.333333333333334,11.333333333333334,4.5,1.8,https://www.99.co/singapore/condos-apartments/the-sail-marina-bay,1.0,1.0,10,10,6,3,,1,1,1,,1500000.0,,,624.0,99 Years,1111,51.0,17.0,5.0,condo,11
3754,,,,D04,,,,,,,,,14,1,12.5,12.0,5.2,5.375,https://www.99.co/singapore/condos-apartments/corals-at-keppel-bay,1.0,1.0,10,9,3,3,,0,1,1,,1450000.0,,,581.0,99 Years,366,68.0,29.0,22.0,condo,3
3755,,,,D01,South,,,,,,,,21,1,10.333333333333334,11.333333333333334,4.5,1.8,https://www.99.co/singapore/condos-apartments/the-sail-marina-bay,1.0,1.0,10,10,6,3,,1,1,1,,1460000.0,,,678.0,99 Years,1111,51.0,17.0,5.0,condo,11
3756,,,,D16,,,,,,,,28 Feb 2020,14,1,,10.0,4.7,7.714285714285714,https://www.99.co/singapore/condos-apartments/waterfront-isle,3.0,3.0,10,10,0,4,1.0,1,1,0,,1580800.0,2.0,2.0,1216.0,99 Years,561,36.0,38.0,41.0,condo,4
3757,,,,D05,,,,,,,,,1,1,11.0,17.0,4.571428571428571,6.666666666666667,,2.0,3.0,10,10,1,3,,0,1,1,,870000.0,3.0,1.0,1593.0,,,76.0,30.0,31.0,hdb,
3758,,,,D14,North South,04,,,,,,,11,1,16.0,12.5,6.0,6.714285714285714,https://www.99.co/singapore/condos-apartments/euhabitat,1.0,1.0,10,10,1,5,1.0,0,1,0,,660000.0,2.0,2.0,527.0,99 Years,748,49.0,32.0,29.0,condo,3
3759,,,,D03,North West,,Fully Furnished,,,,,,10,1,,16.0,3.9,6.0,https://www.99.co/singapore/condos-apartments/alexis,1.0,2.0,10,10,1,6,,0,1,0,,1120000.0,1.0,2.0,635.0,Freehold,293,67.0,26.0,19.0,condo,7
3760,,,,D18,,,,,,,,,3,1,,14.0,4.2,3.8,,2.0,3.0,10,10,0,3,,0,1,0,1.0,470000.0,5.0,4.0,1152.0,,,27.0,43.0,42.0,hdb,
3761,,,,D23,North,02,,,,,,,2,1,10.0,11.0,3.5,6.0,,2.0,3.0,10,10,3,2,1.0,1,1,1,,330000.0,3.0,,1119.0,,,79.0,38.0,49.0,hdb,
3762,,,,D19,North,,,,,,,,27,1,9.0,,3.6,5.333333333333333,https://www.99.co/singapore/condos-apartments/botanique-at-bartley,3.0,3.0,10,10,2,0,2.0,0,1,0,,1705600.0,,2.0,1066.0,99 Years,797,47.0,32.0,30.0,condo,0
3763,,,,D13,,,,,,,,,11,1,8.0,11.0,4.7,11.0,https://www.99.co/singapore/condos-apartments/park-colonial,1.0,2.0,10,10,2,1,2.0,0,1,1,1.0,990000.0,1.0,2.0,678.0,99 Years,805,56.0,24.0,24.0,condo,-3
3764,,,,D08,North,,,,,,,,10,1,11.0,17.666666666666668,5.0,3.0,https://www.99.co/singapore/condos-apartments/soho-188,1.0,1.0,10,10,3,5,1.0,0,1,1,,723200.0,2.0,,452.0,Freehold,53,52.0,18.0,18.0,condo,11
