,Availability,Condition,Cost of Renovation,District,Facing,Floor,Furnishing,Landed House Area Zoning,Last Renovated Date,Re-wiring/Structural Renovation,Tenancy Current Rent,Tenancy Lease Expiry,ammenities,atm_nearby,average_transit_duration_to_subway,average_transit_duration_to_supermarket,average_walking_duration_to_bus_station,average_walking_duration_to_clinic,link,num_baths,num_beds,num_bus_stations_nearby,num_clinics_nearby,num_subways_nearby,num_supermarkets_nearby,others,park_nearby,post_box_nearby,post_office_nearby,pre-tertiary,price,primary,secondary,sqft,tenure,total_units,transit_duration_to_changi_airport,transit_duration_to_orchard_road,transit_duration_to_raffles_place,type,year_since_completion
3180,01 Sep 2019,,,D16,North West,,,,,,,,18,1,,13.0,4.666666666666667,7.0,https://www.99.co/singapore/condos-apartments/the-glades,2.0,2.0,10,10,1,4,1.0,0,1,1,,1099900.0,,2.0,689.0,99 Years,726,30.0,36.0,28.0,condo,2
3181,Now,,,D10,,,,,,,,,7,1,15.0,16.7,5.0,,https://www.99.co/singapore/condos-apartments/manhattan-mansions,3.0,3.0,10,10,1,10,,0,1,1,,3200000.0,,,1485.0,Freehold,29,62.0,17.0,25.0,condo,25
3182,Now,,,D03,North,,Partially Furnished,,,,,,5,1,,17.0,5.0,4.3,https://www.99.co/singapore/hdb/55-havelock-road-adXHnrzuJVkhF4oauGfu4ZTW,2.0,2.0,10,10,1,6,1.0,1,1,1,,550000.0,3.0,1.0,9825977.0,99 Years,,64.0,20.0,17.0,hdb,6
3183,Now,,,D19,North South,,,,,,,,28,0,,,,,https://www.99.co/singapore/condos-apartments/affinity-at-serangoon,2.0,4.0,0,0,0,0,,0,0,0,,2180000.0,,,1453.0,99 Years,1057,53.0,39.0,41.0,condo,-5
3184,Now,,,D20,North,,,,,,,,2,1,12.0,15.25,5.1,3.6,,2.0,2.0,10,10,1,7,,1,1,1,1.0,370000.0,3.0,4.0,720.0,,,59.0,34.0,39.0,hdb,
3185,30 Nov 2019,,,D25,South,,,,,,,,3,1,,15.0,4.5,3.2,,2.0,3.0,10,10,1,5,1.0,1,1,1,1.0,448000.0,6.0,2.0,1130.0,,,54.0,41.0,48.0,hdb,
3186,Now,,,D25,South East,04,,,,,,,2,1,,12.0,4.4,3.7,,2.0,3.0,10,10,1,3,,0,1,0,,350000.0,2.0,3.0,1109.0,,,64.0,37.0,49.0,hdb,
3187,,,,D19,,,,,,,,,3,0,,,,,https://www.99.co/singapore/landed/the-silver-spurz-denc2bdPNASQrtgabTdKBdJc,6.0,10.0,0,0,0,0,,0,0,0,,9500000.0,,,7839.0,Freehold,7,54.0,38.0,38.0,landed,12
3188,Now,,,D19,,,,,,,,,5,1,24.0,22.666666666666668,7.0,7.0,https://www.99.co/singapore/condos-apartments/3-sandilands,2.0,3.0,10,10,1,3,,0,1,0,,1098000.0,1.0,2.0,1087.0,999 Years,20,59.0,44.0,44.0,condo,8
3189,31 Aug 2020,,,D14,North,,,,,,,31 Aug 2020,14,1,10.0,12.0,5.2,4.714285714285714,https://www.99.co/singapore/condos-apartments/palmera-east,2.0,2.0,10,10,2,2,1.0,0,1,0,,1200000.0,1.0,,970.0,Freehold,32,35.0,31.0,23.0,condo,7
3190,Now,,,D12,North,,,,,,,,15,1,14.5,13.666666666666666,3.8,4.4,https://www.99.co/singapore/condos-apartments/gem-residences,2.0,3.0,10,10,2,4,4.0,1,1,1,,1420000.0,2.0,2.0,947.0,99 Years,578,65.0,21.0,26.0,condo,-1
3191,Now,For Reno / A&A,,D19,South West,,,2 Storey Mixed Landed,01 Jan 2016,,,,3,1,,,4.5,8.0,https://www.99.co/singapore/landed/paya-lebar-gardens-degJ9SvuxajKS6fwttRqADUe,3.0,4.0,10,10,1,0,3.0,0,1,0,,2150000.0,,2.0,1604.0,Freehold,,47.0,33.0,30.0,landed,56
3192,,,,D17,,,Partially Furnished,,,,,,12,1,,,4.5,5.0,https://www.99.co/singapore/condos-apartments/estella-gardens,1.0,1.0,10,10,0,2,,0,1,0,,640000.0,1.0,1.0,657.0,Freehold,350,36.0,55.0,50.0,condo,20
3193,Now,,,D23,,,,,,,,,15,1,11.0,,3.9,3.3333333333333335,https://www.99.co/singapore/condos-apartments/the-hillier,1.0,,10,6,2,2,3.0,1,1,0,,999000.0,,1.0,624.0,99 Years,528,72.0,32.0,37.0,condo,3
3195,Now,,,D27,North South,,Partially Furnished,,,,,,23,1,,17.666666666666668,5.857142857142857,5.0,https://www.99.co/singapore/condos-apartments/the-miltonia-residences,3.0,3.0,10,10,0,3,,0,1,0,,1230000.0,1.0,1.0,1141.0,99 Years,410,60.0,46.0,52.0,condo,4
3196,15 Jul 2019,,,D22,,,,,,,,,7,1,12.5,15.0,4.3,4.5,,2.0,3.0,10,10,2,6,,0,1,1,,650000.0,2.0,2.0,1292.0,,,84.0,39.0,40.0,hdb,
3197,08 Jun 2021,,,D14,South,,,,,,,,15,0,,,,,https://www.99.co/singapore/condos-apartments/the-antares,1.0,1.0,0,0,0,0,,0,0,0,,813000.0,,,452.0,99 Years,,55.0,33.0,30.0,condo,
3198,Now,,,D16,,,,,,,,,1,1,14.0,17.333333333333332,3.6,5.1,,2.0,2.0,10,10,1,8,1.0,1,1,1,,280000.0,3.0,3.0,732.0,,,46.0,43.0,35.0,hdb,
3199,Now,,,D13,North South,,,,,,,,2,1,18.5,16.0,4.666666666666667,3.8,,2.0,2.0,10,10,2,3,2.0,0,1,1,1.0,330000.0,,1.0,721.0,,,71.0,30.0,35.0,hdb,
3200,31 Dec 2024,,,D21,,,,,,,,,12,0,,,,,https://www.99.co/singapore/condos-apartments/mayfair-gardens,1.0,1.0,0,0,0,0,,0,0,0,,962000.0,,,517.0,99 Years,215,67.0,26.0,32.0,condo,-5
3201,Now,,,,,,,,,,S$2000,31 Aug 2018,18,1,10.2,11.5,4.75,6.0,https://www.99.co/singapore/condos-apartments/rivertrees-residences,2.0,2.0,10,10,6,2,,0,1,0,,1000000.0,3.0,1.0,732.0,99 Years,495,51.0,42.0,42.0,condo,1
3202,,,,D15,,,,,,,,,4,1,,21.333333333333332,3.8,5.0,https://www.99.co/singapore/condos-apartments/nature-mansions,3.0,4.0,10,10,0,3,3.0,0,1,0,,2300000.0,,,2150.0,Freehold,30,43.0,45.0,37.0,condo,16
3203,Now,,,D16,South West,,,,,,,18 Jul 2018,1,1,13.0,16.2,4.0,3.1,https://www.99.co/singapore/hdb/422-bedok-north-road-adEjvoNHNwYBs7MT9y5PjBkG,2.0,3.0,10,10,1,8,1.0,1,1,1,,430000.0,2.0,3.0,990.0,99 Years,,40.0,37.0,29.0,hdb,40
3204,Now,,,D05,North East,06,,,,,,,1,1,14.0,15.0,4.7,5.142857142857143,,2.0,2.0,10,10,1,6,1.0,0,1,1,,240000.0,3.0,1.0,721.0,,,80.0,32.0,37.0,hdb,
3205,Now,,,D04,,,Partially Furnished,,,,,31 Jan 2018,11,1,,13.0,5.5,,https://www.99.co/singapore/condos-apartments/reflections-at-keppel-bay,2.0,2.0,10,10,1,1,,0,1,0,,1650000.0,,,980.0,99 Years,1129,71.0,33.0,26.0,condo,8
3206,,,,D16,North West,,,3 Storey Mixed Landed,,,,,7,0,,,,,,6.0,5.0,0,0,0,0,,0,0,0,,4700000.0,,,3321.0,,,,,,landed,
3207,Now,,,D07,North,,Fully Furnished,,,,,,4,1,12.0,13.25,2.9,3.6,https://www.99.co/singapore/hdb/233-bain-street-adqksZup2kQF9wmzhH6GAJxV,1.0,3.0,10,10,7,6,1.0,1,1,1,,780000.0,1.0,,925.0,-,,46.0,19.0,17.0,hdb,
3208,,,,D15,,,Unfurnished,,,,,,3,1,,12.0,3.4,5.2,https://www.99.co/singapore/condos-apartments/martia-residence,3.0,4.0,10,10,0,6,3.0,0,1,1,1.0,2200000.0,1.0,,1950.0,Freehold,20,32.0,37.0,32.0,condo,13
3209,,,,D11,,,,,,,,,0,0,,,,,,6.0,6.0,0,0,0,0,,0,0,0,,16500000.0,,,6200.0,,,,,,landed,
3210,Now,,,D05,North South,,,,,,,,2,1,,16.0,4.7,2.7,,2.0,3.0,10,10,0,5,2.0,1,1,1,,410000.0,,1.0,990.0,,,86.0,42.0,38.0,hdb,
3211,Now,,,D18,North West,,,,,,,31 Dec 2019,12,1,19.0,16.0,4.5,7.0,https://www.99.co/singapore/condos-apartments/double-bay-residences,2.0,2.0,10,10,2,1,,0,1,0,,1100000.0,1.0,1.0,936.0,99 Years,646,37.0,43.0,35.0,condo,7
3212,Now,,,D28,North South,,,,,,,,26,1,8.0,11.0,4.125,6.0,https://www.99.co/singapore/condos-apartments/h2o-residences,2.0,2.0,10,10,5,2,,0,1,0,,860000.0,3.0,1.0,797.0,99 Years,522,50.0,40.0,40.0,condo,4
3213,Now,,,D12,North,,,,,,,,2,1,,15.666666666666666,5.5,4.2,,4.0,4.0,10,10,0,6,2.0,0,1,1,1.0,680000.0,,2.0,1571.0,,,59.0,24.0,29.0,hdb,
3214,31 Jul 2022,,,D19,South East,,,,,,,,14,0,,,,,https://www.99.co/singapore/condos-apartments/the-gazania,1.0,2.0,0,0,0,0,,0,0,0,,1396000.0,,,678.0,Freehold,250,50.0,31.0,29.0,condo,-3
3215,Now,,,D20,,,,,,,,,3,1,16.0,15.0,4.1,4.1,https://www.99.co/singapore/hdb/612-ang-mo-kio-avenue-4-adhhSiTxmkBcNC8tUa5YSEr9,2.0,3.0,10,10,1,1,2.0,1,1,0,1.0,440000.0,2.0,1.0,980.0,99 Years,,67.0,36.0,42.0,hdb,39
3216,Now,,,D20,North South,,,,,,,,4,1,10.0,13.4,5.2,5.2,,2.0,2.0,10,10,1,7,1.0,1,1,1,,368000.0,2.0,2.0,872.0,,,62.0,29.0,34.0,hdb,
3217,17 Sep 2022,,,D18,North,,,,,,,,24,1,,13.5,5.777777777777778,7.0,https://www.99.co/singapore/condos-apartments/the-tapestry,1.0,1.0,10,10,0,2,1.0,0,1,0,,722100.0,,3.0,474.0,99 Years,861,40.0,51.0,47.0,condo,-2
3218,Now,,,D01,,,,,,,,,15,1,11.5,14.25,4.888888888888889,2.9,https://www.99.co/singapore/condos-apartments/v-on-shenton,2.0,2.0,10,10,5,5,,1,1,1,,2796000.0,,,1206.0,99 Years,510,54.0,24.0,12.0,condo,2
3219,Now,,,D20,North East,,,,,,,,3,1,,16.666666666666668,4.8,5.4,https://www.99.co/singapore/hdb/171-ang-mo-kio-avenue-4-adjBDPx3s8n9MySY2KXUFqV5,2.0,3.0,10,10,0,4,1.0,1,1,0,,668000.0,2.0,2.0,127.0,99 Years,,70.0,35.0,40.0,hdb,33
3220,,,,D28,,,Unfurnished,,,,,,2,1,,,6.5,,https://www.99.co/singapore/landed/sunrise-villa-deqkbrhbsaeoCUNxAkv5rb96,3.0,4.0,10,1,0,0,,0,1,0,,2680000.0,,,1720.0,Freehold,242,56.0,47.0,42.0,landed,26
3221,,,,,,,,,,,,,0,1,,12.0,4.1,3.7,,,,10,10,1,4,,0,1,1,,,2.0,2.0,,,,78.0,38.0,31.0,others,
3222,Now,,,D10,South East,,,,,,,,17,0,,,,,https://www.99.co/singapore/condos-apartments/sloane-residences,4.0,4.0,0,0,0,0,,0,0,0,,4188800.0,,,1496.0,Freehold,52,61.0,14.0,23.0,condo,-2
3223,Now,,,D28,North South,,Partially Furnished,,,,,,19,1,,,4.75,,https://www.99.co/singapore/condos-apartments/sunrise-gardens,3.0,3.0,10,1,0,0,,0,1,0,,1000000.0,,,1302.0,99 Years,252,55.0,46.0,41.0,condo,21
3224,,,,D18,,,,,,,,,2,1,13.0,13.333333333333334,4.0,4.0,https://www.99.co/singapore/hdb/606-elias-road-adAtN5JuSgD59FGeUWxVUHfS,2.0,4.0,10,10,1,4,,1,1,1,1.0,850000.0,3.0,1.0,1643.0,99 Years,,32.0,49.0,45.0,hdb,24
3225,Now,,,D19,,,Unfurnished,,,,,,1,0,,,,,https://www.99.co/singapore/hdb/312b-sumang-link-admzUP5mNQrY9GETpa62sxqf,2.0,3.0,0,0,0,0,,0,0,0,,528000.0,,,990.0,99 Years,682,48.0,44.0,43.0,hdb,
3226,31 Aug 2022,,,D14,,,,,,,,,6,0,,,,,https://www.99.co/singapore/condos-apartments/rezi-24,1.0,1.0,0,0,0,0,,0,0,0,,719000.0,,,452.0,Freehold,110,49.0,30.0,22.0,condo,-3
3227,Now,,,D22,,,,,,,,,3,1,,18.0,3.4,3.6,,2.0,3.0,10,6,0,3,,0,1,1,,315000.0,,1.0,991.0,,,96.0,53.0,46.0,hdb,
3228,Now,,,D14,,,Partially Furnished,,,,,,5,1,16.0,17.0,5.0,5.6,https://www.99.co/singapore/condos-apartments/ness,1.0,1.0,10,10,4,7,4.0,0,1,1,,730000.0,,1.0,431.0,Freehold,62,51.0,33.0,24.0,condo,4
3229,Now,,,D17,North,,,,,,,,1,1,,,3.2,,https://www.99.co/singapore/hdb/5-changi-village-road-adYQS96fbJbRxuj5aFeuzKYW,2.0,2.0,10,0,0,0,,1,1,0,,300000.0,,,710.0,99 Years,,41.0,62.0,61.0,hdb,39
3230,Now,,,D23,North South,12,,,,,,,2,1,,13.0,4.2,3.0,,2.0,3.0,10,10,1,7,1.0,0,1,1,,440000.0,4.0,4.0,1119.0,,,80.0,45.0,37.0,hdb,
3231,,,,,,,,,,,,,0,1,,12.0,4.444444444444445,4.3,,,,10,10,1,2,1.0,0,1,0,,,3.0,3.0,,,,72.0,40.0,45.0,others,
3232,,,,,,,,,,,,,0,0,,,,,,,,0,0,0,0,,0,0,0,,,,,,,,37.0,28.0,20.0,others,
3233,Now,,,D14,North South,,,,,,,,15,0,,,,,https://www.99.co/singapore/condos-apartments/rezi-24,3.0,4.0,0,0,0,0,,0,0,0,,1740500.0,,,1184.0,Freehold,110,49.0,30.0,22.0,condo,-3
3234,Now,,,D23,,,,,,,,,2,1,13.5,14.0,4.2,5.111111111111111,,2.0,3.0,10,10,2,3,1.0,1,1,1,,420000.0,2.0,3.0,1323.0,,,81.0,41.0,51.0,hdb,
3235,Now,,,D27,,,,,,,,,2,1,,,4.1,3.7,https://www.99.co/singapore/hdb/426a-yishun-avenue-11-adiYhYiGx8xY2TPJm5uMXoVD,2.0,3.0,10,10,0,2,,1,1,0,,498000.0,3.0,2.0,1206.0,99 Years,600,61.0,45.0,50.0,hdb,
3236,Now,,,D05,North East,,,,,,S$2900,26 Apr 2020,23,1,,19.0,5.714285714285714,,https://www.99.co/singapore/condos-apartments/botannia,3.0,3.0,10,7,0,1,,0,1,0,,1650000.0,2.0,2.0,1302.0,956 Years,493,85.0,43.0,38.0,condo,10
3237,Now,,,D14,North South,,,,,,,,16,0,,,,,https://www.99.co/singapore/condos-apartments/parc-esta,2.0,3.0,0,0,0,0,,0,0,0,,1378000.0,,,904.0,99 Years,1399,37.0,28.0,20.0,condo,-3
3238,30 Dec 2022,,,D13,,,,,,,,,11,1,8.0,11.0,4.7,11.0,https://www.99.co/singapore/condos-apartments/park-colonial,2.0,2.0,10,10,2,1,2.0,0,1,1,1.0,1200000.0,1.0,2.0,603.0,99 Years,805,56.0,24.0,24.0,condo,-3
3239,Now,,,D19,South West,,,,,,,,2,1,10.0,13.5,4.3,4.0,,2.0,3.0,10,10,2,4,1.0,0,1,1,1.0,350000.0,2.0,1.0,990.0,,,49.0,32.0,31.0,hdb,
3240,Now,,,D18,,,,,,,,,20,1,,14.0,6.0,6.5,https://www.99.co/singapore/condos-apartments/the-alps-residences,2.0,3.0,10,10,0,2,1.0,0,1,0,,1052000.0,,3.0,936.0,99 Years,626,39.0,49.0,46.0,condo,-1
3241,Now,,,D09,South East,,,,,,S$8000,15 Mar 2019,15,1,9.0,13.5,5.555555555555555,4.0,https://www.99.co/singapore/condos-apartments/the-claymore,2.0,3.0,10,10,2,8,1.0,0,1,1,,8200000.0,,,2680.0,Freehold,146,54.0,6.0,18.0,condo,34
3242,Now,,,D19,South,,,,,,,,13,1,19.0,16.333333333333332,6.0,5.0,https://www.99.co/singapore/condos-apartments/fontaine-parry,3.0,3.0,10,10,1,3,1.0,0,1,1,1.0,1800000.0,1.0,2.0,1453.0,999 Years,125,58.0,40.0,45.0,condo,9
3243,,,,D04,,,,,,,,,12,1,,,,7.0,https://www.99.co/singapore/condos-apartments/the-oceanfront-sentosa-cove,3.0,3.0,0,1,0,2,,0,0,0,,3200000.0,,,1780.0,99 Years,264,105.0,67.0,60.0,condo,9
3244,Now,,,D21,,,,,,,,,13,0,11.0,15.0,4.6,5.666666666666667,https://www.99.co/singapore/condos-apartments/parc-palais,2.0,3.0,10,7,1,2,,1,1,0,,1620000.0,,,13131.0,Freehold,517,77.0,37.0,47.0,condo,20
3245,10 Aug 2020,,,D14,East,,,,,,S$1800,10 Aug 2020,9,1,9.0,11.0,4.4,2.8333333333333335,https://www.99.co/singapore/condos-apartments/dpalma,1.0,1.0,10,10,2,2,1.0,0,1,0,,950000.0,1.0,,646.0,Freehold,18,37.0,30.0,22.0,condo,11
3246,,,,,,,,,,,,,5,1,14.0,23.0,4.857142857142857,5.857142857142857,https://www.99.co/singapore/landed/residences-limau-demPvCYvw7G3pufZ9jNyhLoR,6.0,5.0,10,10,1,2,1.0,0,1,0,,3500000.0,1.0,3.0,1949.0,Freehold,13,40.0,40.0,32.0,landed,12
3247,,,,D13,,,,,,,,,0,1,11.0,12.0,4.6,4.2,,635.0,2.0,10,10,2,4,2.0,0,1,1,,225000.0,2.0,1.0,,,,50.0,35.0,25.0,hdb,
3248,Now,,,D03,South West,,,,,,,,3,1,17.0,15.333333333333334,4.2,4.1,,1.0,3.0,10,10,1,5,,0,1,0,,435000.0,1.0,,904.0,,,73.0,28.0,28.0,hdb,
3249,Now,,,D08,North West,,Partially Furnished,,,,,,4,1,11.0,16.0,5.4,3.8,https://www.99.co/singapore/condos-apartments/ritz-farrer,2.0,2.0,10,10,3,5,,0,1,1,,1685000.0,3.0,,1098.0,Freehold,18,51.0,19.0,20.0,condo,3
3250,,,,D19,South,,,,,,,,13,1,,,4.4,6.0,https://www.99.co/singapore/condos-apartments/the-waterline,1.0,1.0,10,10,0,2,1.0,0,1,0,,700000.0,1.0,3.0,517.0,Freehold,103,52.0,38.0,42.0,condo,6
3251,Now,,,D04,South,,,,,,,,11,1,,13.0,5.5,,https://www.99.co/singapore/condos-apartments/reflections-at-keppel-bay,2.0,3.0,10,10,1,1,,0,1,0,,2350000.0,,,1496.0,99 Years,1129,71.0,33.0,26.0,condo,8
3252,01 Aug 2019,,,D22,South,,,,,,,,2,1,14.0,9.0,4.7,4.2,,2.0,3.0,10,10,1,4,,0,1,1,,340000.0,3.0,5.0,904.0,,,87.0,42.0,40.0,hdb,
3253,Now,,,D02,South,,,,,,S$3200,01 Apr 2021,23,1,14.5,17.333333333333332,4.1,4.9,https://www.99.co/singapore/condos-apartments/spottiswoode-suites,2.0,2.0,10,10,2,3,,1,1,1,,1500000.0,1.0,,581.0,Freehold,183,63.0,23.0,19.0,condo,2
3254,Now,,,D19,North South,13,,,,,,,29,0,,,,,https://www.99.co/singapore/condos-apartments/affinity-at-serangoon,624.0,2.0,0,0,0,0,,0,0,0,,1012000.0,,,,99 Years,1057,53.0,39.0,41.0,condo,-5
3255,Now,,,D27,South East,,,Not in Landed Housing Area,10 Jan 2013,Yes,,,15,1,,16.0,4.75,6.0,https://www.99.co/singapore/landed/the-shaughnessy-de9vUu5WEiYgcmKy6GALJwjL,5.0,5.0,10,10,0,3,,1,1,0,,1798000.0,2.0,1.0,3918.0,99 Years,254,58.0,44.0,50.0,landed,12
3256,Now,,,D10,,,,,,,,,3,1,10.5,17.0,5.0,5.4,https://www.99.co/singapore/hdb/28-ghim-moh-link-adrS6p5z4EGMvudfXoWXrudS,2.0,3.0,10,10,2,6,3.0,1,1,1,1.0,700000.0,1.0,,990.0,99 Years,,70.0,24.0,29.0,hdb,6
3257,,For Reno / A&A,,D17,,,,Others,,,,,14,0,,,,,https://www.99.co/singapore/condos-apartments/parc-komo,5.0,5.0,0,0,0,0,,0,0,0,,3450000.0,,,3692.0,Freehold,276,37.0,57.0,50.0,landed,-4
3258,,,,D22,,,Fully Furnished,,,,,,3,1,,12.5,3.7,4.2,,2.0,3.0,10,10,1,2,,0,1,0,,610000.0,3.0,3.0,1292.0,,,80.0,39.0,33.0,hdb,
3259,Now,,,D19,,,,,,,,,16,1,13.5,13.5,4.8,4.25,https://www.99.co/singapore/condos-apartments/cherry-gardens,2.0,1.0,10,10,2,4,3.0,0,1,1,,1250000.0,,1.0,1076.0,99 Years,48,49.0,31.0,30.0,condo,15
3260,,,,D09,,,Partially Furnished,,,,,,19,1,13.0,14.333333333333334,6.0,5.5,https://www.99.co/singapore/condos-apartments/the-vermont-on-cairnhill,2.0,2.0,10,10,3,6,1.0,0,1,1,,2422000.0,,,915.0,Freehold,158,57.0,13.0,19.0,condo,5
3261,01 Jan 2024,,,D21,,,,,,,,,13,0,,,,,https://www.99.co/singapore/condos-apartments/mayfair-gardens,2.0,2.0,0,0,0,0,,0,0,0,,1430000.0,,,764.0,99 Years,215,67.0,26.0,32.0,condo,-5
3262,,,,D19,,,Unfurnished,,,,,,2,1,,14.4,3.5,3.6,,2.0,3.0,10,10,0,5,1.0,0,1,0,1.0,438000.0,2.0,4.0,1120.0,,,58.0,39.0,44.0,hdb,
3263,Now,,,D15,,,,,,,,,3,1,,20.0,3.7,4.0,https://www.99.co/singapore/hdb/13-marine-terrace-adzw3wCmSRvercSyXHbWFwXW,2.0,4.0,10,10,0,3,3.0,1,1,0,1.0,720000.0,1.0,,1356.0,99 Years,,41.0,39.0,33.0,hdb,44
3264,,,,D10,,,,,,,,,5,1,,15.0,8.0,6.6,https://www.99.co/singapore/condos-apartments/the-ladyhill,4.0,4.0,10,10,0,4,1.0,1,1,1,,6500000.0,,,3200.0,Freehold,55,58.0,15.0,27.0,condo,16
3265,01 Jul 2024,,,D15,North South,,,,,,,,13,0,,,,,https://www.99.co/singapore/condos-apartments/amber-park,1.0,2.0,0,0,0,0,,0,0,0,,1600000.0,,,678.0,Freehold,592,35.0,35.0,29.0,condo,-4
3266,Now,,,D18,North West,,,,,,,,1,1,,31.0,5.222222222222222,3.8,,2.0,3.0,10,10,0,3,,1,1,0,1.0,505000.0,5.0,4.0,1310.0,,,39.0,57.0,49.0,hdb,
3267,Now,,,D09,North South,,,,,,,,14,1,9.5,13.166666666666666,5.4,3.0,https://www.99.co/singapore/condos-apartments/devonshire-residences,1.0,1.0,10,10,3,9,,1,1,1,,1234000.0,1.0,,495.0,Freehold,84,53.0,11.0,12.0,condo,5
3268,Now,,,D18,,,,,,,,,19,1,10.0,15.0,4.2,5.5,https://www.99.co/singapore/condos-apartments/livia,1259.0,3.0,10,10,1,3,,0,1,1,1.0,1080000.0,4.0,2.0,,99 Years,724,29.0,48.0,46.0,condo,8
3269,Now,,,D19,North East,,Fully Furnished,,,,,,7,1,12.2,13.666666666666666,3.0,5.1,https://www.99.co/singapore/hdb/239-compassvale-walk-ad99kFAKhZSrToiBCKgBF3SU,2.0,3.0,10,10,7,4,2.0,0,1,1,,400000.0,6.0,2.0,1087.0,99 Years,,39.0,37.0,36.0,hdb,20
3270,,,,D22,,,Partially Furnished,,,,,,2,1,12.0,13.2,3.9,2.4,https://www.99.co/singapore/hdb/508-jurong-west-street-52-adeqVjqyzpK3hoFMQWWTN7pG,2.0,2.0,10,10,1,5,,0,1,1,1.0,315000.0,3.0,5.0,980.0,99 Years,,86.0,46.0,39.0,hdb,33
3271,Now,,,D12,North,,,,,,,,4,1,10.0,17.0,5.3,4.6,https://www.99.co/singapore/hdb/38c-bendemeer-road-adbiQCdH2g2D5rtyzoTABKqS,2.0,3.0,10,10,1,3,1.0,0,1,1,,650000.0,1.0,1.0,958.0,99 Years,,50.0,26.0,25.0,hdb,7
3272,Now,,,D18,,,,,,,,,1,1,,12.0,3.9,5.333333333333333,https://www.99.co/singapore/hdb/872-tampines-street-84-admDjEqAgYLAmtJd38DnQw8h,2.0,3.0,10,10,0,2,1.0,0,1,0,,530000.0,1.0,3.0,1313.0,99 Years,,37.0,48.0,45.0,hdb,30
3273,01 Oct 2023,,,D13,South,04,,,,,,,8,0,,,,,https://www.99.co/singapore/condos-apartments/the-addition,2.0,3.0,0,0,0,0,,0,0,0,,1660000.0,,,947.0,Freehold,26,57.0,23.0,22.0,condo,-4
3274,,,,D13,,,Partially Furnished,,,,,,0,1,21.0,16.0,5.0,5.0,,2.0,3.0,10,10,2,3,2.0,0,1,1,1.0,420000.0,1.0,1.0,1033.0,,,71.0,28.0,33.0,hdb,
3275,01 Oct 2023,,,D15,,,,,,,,01 Feb 2023,12,0,,,,,https://www.99.co/singapore/condos-apartments/amber-park,2.0,2.0,0,0,0,0,,0,0,0,,1628000.0,,,700.0,Freehold,592,35.0,35.0,29.0,condo,-4
3276,Now,,,D02,South East,,,,,,,,23,0,,,,,https://www.99.co/singapore/condos-apartments/sky-everton,2.0,2.0,0,0,0,0,,0,0,0,,1677000.0,,,678.0,Freehold,262,64.0,23.0,16.0,condo,-4
3277,15 Oct 2019,,,D18,North West,,,,,,,,1,1,,,3.9,4.625,https://www.99.co/singapore/hdb/719-tampines-street-72-addsToB7phb9Hec2Jj24udsW,2.0,3.0,10,10,0,1,1.0,1,1,0,,445000.0,,2.0,1076.0,99 Years,,30.0,51.0,43.0,hdb,22
3278,Now,,,D05,North,,,,,,,,3,1,,16.0,4.3,4.2,,2.0,2.0,10,10,1,7,1.0,0,1,1,,400000.0,3.0,1.0,882.0,,,75.0,29.0,28.0,hdb,
3279,Now,,,D15,North,05,,,,,,,18,1,,10.0,3.6,3.5,https://www.99.co/singapore/condos-apartments/st-patricks-residences,4.0,5.0,10,10,0,2,3.0,1,1,0,1.0,4288000.0,1.0,,3423.0,Freehold,102,30.0,37.0,35.0,condo,6
3280,Now,,,D23,North East,02,,,,,,,3,1,,13.0,4.888888888888889,6.0,https://www.99.co/singapore/hdb/289c-bukit-batok-street-25-adwN8wW8ncnTmuZFp3uti2mh,2.0,3.0,10,10,0,2,,1,1,0,,570000.0,2.0,2.0,1302.0,99 Years,,79.0,37.0,40.0,hdb,22
3281,Now,,,D28,,,,3 Storey Mixed Landed,,,,,4,1,,15.0,5.571428571428571,6.0,https://www.99.co/singapore/landed/nim-collection-depUiV7AcNrBFsNZKqHeZzq4,5.0,5.0,10,3,0,1,,0,1,0,,2889000.0,1.0,,1615.0,99 Years,98,55.0,38.0,43.0,landed,-2
3282,,,,D28,,,,3 Storey Mixed Landed,,,,,7,1,,,6.5,,https://www.99.co/singapore/landed/sunrise-villa-deqkbrhbsaeoCUNxAkv5rb96,5.0,4.0,10,1,0,0,,0,1,0,,4280000.0,,,2846.0,Freehold,242,56.0,47.0,42.0,landed,26
3283,,,,D28,,,,3 Storey Mixed Landed,,,,,5,1,,15.0,5.571428571428571,6.0,https://www.99.co/singapore/landed/nim-collection-depUiV7AcNrBFsNZKqHeZzq4,5.0,5.0,10,3,0,1,,0,1,0,,3168000.0,1.0,,2260.0,99 Years,98,55.0,38.0,43.0,landed,-2
3284,31 May 2020,,,,,,,,,,S$5800,31 May 2020,13,1,,17.5,3.5,5.1,https://www.99.co/singapore/condos-apartments/queens,4.0,4.0,10,10,1,5,,0,1,0,,1988888.0,1.0,2.0,1410.0,99 Years,722,64.0,25.0,17.0,condo,17
3285,Now,,,D18,East,,,,,,,,1,1,,,3.5,6.2,,3.0,4.0,10,10,0,2,,0,1,0,1.0,698000.0,4.0,5.0,1420.0,,,29.0,48.0,47.0,hdb,
3286,Now,,,D28,,,,,,,,,33,1,8.333333333333334,9.0,4.5,4.8,https://www.99.co/singapore/condos-apartments/high-park-residences,1.0,2.0,10,10,4,2,,0,1,0,,750000.0,2.0,1.0,570.0,99 Years,1399,46.0,44.0,43.0,condo,0
